book_name,unit,english,korean,example
워드마스터,chapter6,absorb,"흡수하다, (사람·마음을)열중시키다",absorb
워드마스터,chapter6,advantage,"이익, 유리한 점",advantage
워드마스터,chapter6,incredible,(믿기 어려울 만큼) 굉장한,incredible
워드마스터,chapter6,enable,가능하게 하다,enable
워드마스터,chapter6,instruction,"지시, 제품 사용 설명서, 가르침",instruction
워드마스터,chapter6,assume,"추정하다, (태도 등을) 취하다",assume
워드마스터,chapter6,attempt,"시도하다, 시도",attempt
워드마스터,chapter6,variety,"다양성, 다양",variety
워드마스터,chapter6,confuse,"혼동하다, 혼란 시키다",confuse
워드마스터,chapter6,indicate,"지적하다, 나타내다",indicate
워드마스터,chapter6,analyze,분석하다,analyze
워드마스터,chapter6,labor,"노동, 산고, 노동하다",labor
워드마스터,chapter6,remark,"의견, 주목, 의견을 말하다",remark
워드마스터,chapter6,moral,도덕적인,moral
워드마스터,chapter6,embarrass,당황한,embarrass
워드마스터,chapter7,claim,"요구, 주장, 주장하다",claim
워드마스터,chapter7,stock,"재고품, 저장, 가축, 저장하다",stock
워드마스터,chapter7,resident,거주자,resident
워드마스터,chapter7,reasonable,"논리적인, 분별력이 있는",reasonable
워드마스터,chapter7,interrupt,"방해하다, 중단하다",interrupt
워드마스터,chapter7,discount,"할인, 할인하다",discount
워드마스터,chapter7,creature,"생물, 피조물",creature
워드마스터,chapter7,heal,"치료하다, 낫게 하다",heal
워드마스터,chapter7,stranger,"낯선 사람, 문외한",stranger
워드마스터,chapter7,revolution,"혁명, 갑작스런 변화",revolution
워드마스터,chapter7,criticize,비난하다,criticize
워드마스터,chapter7,convince,"확신시키다, 납득시키다",convince
워드마스터,chapter7,feature,"특징, ~를 특징으로 하다",feature
워드마스터,chapter7,tide,"조수, 흐름",tide
워드마스터,chapter7,establish,"설립하다, 재정하다",establish
워드마스터,chapter7,obtain,"획득하다, 통용되다",obtain
워드마스터,chapter7,assist,도움을 주다,assist
워드마스터,chapter7,disaster,"재해, 재앙, 재난",disaster
워드마스터,chapter7,efficient,"효율적인, 유능한",efficient
워드마스터,chapter7,terrific,"굉장한, 훌륭한",terrific
워드마스터,chapter7,react,"반응하다, 반작용하다",react
워드마스터,chapter7,independent,독립적인,independent
워드마스터,chapter7,theory,이론,theory
워드마스터,chapter7,qualify,자격을 얻다,qualify
워드마스터,chapter7,clue,"실마리, 단서",clue
워드마스터,chapter7,recall,"상기, 상기하다, 철회하다",recall
워드마스터,chapter7,risk,"위험, 위험을 감수하다",risk
워드마스터,chapter7,cancer,"암, 악성 종양",cancer
워드마스터,chapter7,treatment,"취급, 대우, 치료법, 치료",treatment
워드마스터,chapter7,specific,"구체적인, 특정한",specific
워드마스터,chapter8,engage,"관여하다, 약속하다, 약혼하다",engage
워드마스터,chapter8,motivate,동기를 부여하다,motivate
워드마스터,chapter8,import,"수입하다, 수입, 뜻하다",import
워드마스터,chapter8,elder,"나이가 위인, 연장자",elder
워드마스터,chapter8,depress,"우울하게 하다, 낙담시키다",depress
워드마스터,chapter8,fascinate,"매혹하다, 마음을 빼앗다",fascinate
워드마스터,chapter8,violent,"난폭한, 폭력적인",violent
워드마스터,chapter8,alarm,"놀람, 경보",alarm
워드마스터,chapter8,edge,"가장자리, 유리함",edge
워드마스터,chapter8,deserve,"~받을 가치가 있다, ~할 만 하다",deserve
워드마스터,chapter8,route,"길, 항로, 통로",route
워드마스터,chapter8,psychology,"심리, 심리학",psychology
워드마스터,chapter8,passion,열정,passion
워드마스터,chapter8,weed,"잡초, 잡초를 제거하다",weed
워드마스터,chapter8,conscience,양심,conscience
워드마스터,chapter8,consider,"숙고하다, 고려하다",consider
워드마스터,chapter8,salary,"급료, 봉급",salary
워드마스터,chapter8,pose,"자세, 자세를 취하다, ~인 체 하다",pose
워드마스터,chapter8,purchase,"구매, 구매하다",purchase
워드마스터,chapter8,length,길이,length
워드마스터,chapter8,occupy,"(시간, 장소를) 차지하다",occupy
워드마스터,chapter8,acquire,습득하다,acquire
워드마스터,chapter8,interact,상호작용 하다,interact
워드마스터,chapter8,poetry,"시, 운문",poetry
워드마스터,chapter8,lifetime,"평생, 평생의",lifetime
워드마스터,chapter8,decade,"10년, 10년간",decade
워드마스터,chapter8,grain,"곡물, 낟알",grain
워드마스터,chapter8,meaningful,"의미심장한, 의미 있는",meaningful
워드마스터,chapter8,brief,"간단한, 간단히 알리다",brief
워드마스터,chapter8,severe,"심한, 엄한",severe
워드마스터,chapter9,survival,생존,survival
워드마스터,chapter9,comment,"논평, 주석, 논평하다",comment
워드마스터,chapter9,leap,"뛰다, 도약하다, 도약",leap
워드마스터,chapter9,survey,"설문 조사, 조사하다",survey
워드마스터,chapter9,mechanic,기계공,mechanic
워드마스터,chapter9,mood,"기분, 분위기",mood
워드마스터,chapter9,mere,단지 ~에 불과한,mere
워드마스터,chapter9,typical,"전형적인, 대표적인",typical
워드마스터,chapter9,approve,"찬성하다, 승인하다",approve
워드마스터,chapter9,rural,시골의,rural
워드마스터,chapter9,finance,"재정, 재무, 자금을 조달하다",finance
워드마스터,chapter9,operation,"작업, 운영, 수술",operation
워드마스터,chapter9,crime,범죄,crime
워드마스터,chapter9,awful,"끔찍한, 지독한",awful
워드마스터,chapter9,series,"연속, 시리즈물",series
워드마스터,chapter9,exhausted,"고갈된, 기운이 다 빠진",exhausted
워드마스터,chapter9,flu,"유행성 감기, 유행성 감기의",flu
워드마스터,chapter9,surround,둘러싸다,surround
워드마스터,chapter9,display,"전시, 전시하다, 나타내다",display
워드마스터,chapter9,policy,"정책, 수단, 방법",policy
워드마스터,chapter9,mass,"덩어리, 집단, 대중",mass
워드마스터,chapter9,committee,위원회,committee
워드마스터,chapter9,accurate,정확한,accurate
워드마스터,chapter9,arrange,"정리하다, 준비하다",arrange
워드마스터,chapter9,consult,"상담하다, 참고하다",consult
워드마스터,chapter9,refer,"언급하다, 위탁하다",refer
워드마스터,chapter9,recover,"회복하다, 되찾다",recover
워드마스터,chapter9,facility,"시설, 편의, 재능",facility
워드마스터,chapter9,downtown,"도심, 도심의, 도심지에",downtown
워드마스터,chapter9,attach,"붙이다, 첨부하다",attach
워드마스터,chapter10,monster,"괴물, 도깨비",monster
워드마스터,chapter10,enormous,"엄청난, 거대한",enormous
워드마스터,chapter10,domestic,"국내의, 가정의, 내부의",domestic
워드마스터,chapter10,wealth,"부, 재산",wealth
워드마스터,chapter10,elementary,"초보의, 기초적인",elementary
워드마스터,chapter10,reward,"보수, 보답하다",reward
워드마스터,chapter10,gap,"격차, 틈",gap
워드마스터,chapter10,except,"~을 제외하고, 제외하다",except
워드마스터,chapter10,journey,여행,journey
워드마스터,chapter10,plain,"명백한, 평범한",plain
워드마스터,chapter10,previous,"앞의, 이전의",previous
워드마스터,chapter10,muscle,"근육, 힘, 강제",muscle
워드마스터,chapter10,leisure,"여가, 자유 시간, 한가한",leisure
워드마스터,chapter10,produce,"생산하다, 제조하다",produce
워드마스터,chapter10,remain,"여전히 ~이다, 남다, 남은 것",remain
워드마스터,chapter10,break,"깨다, 고장내다",break
워드마스터,chapter10,breed,"낳다, 양육하다",breed
워드마스터,chapter10,slight,"약간의, 경미한",slight
워드마스터,chapter10,delay,"연기하다, 미루다, 지연",delay
워드마스터,chapter10,file,"서류철, 파일, 제출하다",file
워드마스터,chapter10,ethic,윤리,ethic
워드마스터,chapter10,instant,"즉각의, 즉석의",instant
워드마스터,chapter10,reveal,"드러내다, 폭로하다",reveal
워드마스터,chapter10,include,포함하다,include
워드마스터,chapter10,urban,도시의,urban
워드마스터,chapter10,witness,"증인, 증거, 목격하다",witness
워드마스터,chapter10,admit,"인정하다, 입장(입학)을 허락하다",admit
워드마스터,chapter10,device,"장치, 고안, 방책",device
워드마스터,chapter10,suppose,"가정하다, 추측하다",suppose
워드마스터,chapter10,owe,빚지고 있다,owe
워드마스터,chapter11,intend,"~할 작정이다, 의도하다",intend
워드마스터,chapter11,award,"수여하다, 상",award
워드마스터,chapter11,preserve,"보존하다, 보호하다",preserve
워드마스터,chapter11,underground,"지하의, 비밀의, 지하",underground
워드마스터,chapter11,consequence,"결과, 중요성",consequence
워드마스터,chapter11,aspect,"관점, 양성, 면",aspect
워드마스터,chapter11,target,"목표, 목표의, 목표로 삼다",target
워드마스터,chapter11,headache,"두통, 골칫거리",headache
워드마스터,chapter11,unless,"~이 아닌 한, 만약",unless
워드마스터,chapter11,horizon,"수평선, 지평선",horizon
워드마스터,chapter11,accomplish,"이루다, 성취하다",accomplish
워드마스터,chapter11,surf,"파도, 파도타기를 하다",surf
워드마스터,chapter11,adopt,"채택하다, 입양하다",adopt
워드마스터,chapter11,potential,"잠재적인, 잠재력",potential
워드마스터,chapter11,slip,"미끄러지다, 실수하다",slip
워드마스터,chapter11,civilization,문명,civilization
워드마스터,chapter11,row,"열, 줄, 말다툼, 배를 젓다",row
워드마스터,chapter11,atmosphere,"대기, 분위기",atmosphere
워드마스터,chapter11,label,"꼬리표, ~를...라고 부르다",label
워드마스터,chapter11,decorate,"장식하다, ~에게 훈장을 주다",decorate
워드마스터,chapter11,identify,"~임을 확인하다, 동일시하다",identify
워드마스터,chapter11,secretary,"비서, 서기관, 장관",secretary
워드마스터,chapter11,scale,"규모, 저울, 비늘",scale
워드마스터,chapter11,addict,"중독시키다, 중독자",addict
워드마스터,chapter11,evident,명백한,evident
워드마스터,chapter11,seldom,좀처럼~않는,seldom
워드마스터,chapter11,standard,"기준, 표준, 기준의",standard
워드마스터,chapter11,basis,"기초, 원리",basis
워드마스터,chapter11,automatic,"자동적인, 기계적인",automatic
워드마스터,chapter11,region,지역,region
워드마스터,chapter12,rise,"오르다, 일어나다, 오름, 상승",rise
워드마스터,chapter12,artificial,"인공적인, 인조의",artificial
워드마스터,chapter12,possess,"소유하다, ~의 마음을 사로잡다",possess
워드마스터,chapter12,substance,"물질, 본질, 실체",substance
워드마스터,chapter12,realistic,"현실적인, 현실주의의",realistic
워드마스터,chapter12,disappoint,실망시키다,disappoint
워드마스터,chapter12,encounter,"(우연히) 만나다, 마주침",encounter
워드마스터,chapter12,differ,"다르다, 의견을 달리하다",differ
워드마스터,chapter12,principle,"원칙, 원리",principle
워드마스터,chapter12,memorize,기억하다,memorize
워드마스터,chapter12,physics,물리학,physics
워드마스터,chapter12,evaluate,평가하다,evaluate
워드마스터,chapter12,fulfill,"달성하다, 이행하다",fulfill
워드마스터,chapter12,stink,"역겹다, 악취가 나다",stink
워드마스터,chapter12,tremendous,"굉장한, 무시무시한",tremendous
워드마스터,chapter12,application,"적용, 신청",application
워드마스터,chapter12,vote,"투표, 투표하다",vote
워드마스터,chapter12,railroad,"철도, 선로",railroad
워드마스터,chapter12,cooperate,협력하다,cooperate
워드마스터,chapter12,emit,"(빛, 열 등을) 방출하다",emit
워드마스터,chapter12,request,"요청, 요청하다",request
워드마스터,chapter12,guarantee,"보증하다, 보증",guarantee
워드마스터,chapter12,resist,저항하다,resist
워드마스터,chapter12,grant,"승인하다, 수여하다",grant
워드마스터,chapter12,permanent,"영원한, 영구적인",permanent
워드마스터,chapter12,emergency,비상사태,emergency
워드마스터,chapter12,rid,제거하다,rid
워드마스터,chapter12,impact,"충격, 영향, 충격을 주다",impact
워드마스터,chapter12,theme,"주제, 화제, 논제",theme
워드마스터,chapter12,rely,의지하다,rely
워드마스터,chapter13,hesitate,"주저하다, 망설이다",hesitate
워드마스터,chapter13,location,"장소, 위치",location
워드마스터,chapter13,organism,"유기체, 생물, 생명체",organism
워드마스터,chapter13,resolve,"결심하다, 결심시키다",resolve
워드마스터,chapter13,curve,"곡선, 곡선길 속임수, 사기",curve
워드마스터,chapter13,suitable,"적절한, 적합한",suitable
워드마스터,chapter13,distribute,"분배하다, 분포시키다",distribute
워드마스터,chapter13,restrict,"제한하다, 한정하다",restrict
워드마스터,chapter13,rainforest,(열대) 우림,rainforest
워드마스터,chapter13,circumstance,"상황, 환경",circumstance
워드마스터,chapter13,interpret,"통역하다, 해석하다",interpret
워드마스터,chapter13,recite,암송하다,recite
워드마스터,chapter13,annoy,"괴롭히다, 귀찮게 하다",annoy
워드마스터,chapter13,frighten,겁먹게 하다,frighten
워드마스터,chapter13,estimate,"견적, 평가, 평가하다",estimate
워드마스터,chapter13,refuse,거절하다,refuse
워드마스터,chapter13,adventure,"모험, 위험에 빠뜨리다",adventure
워드마스터,chapter13,entrance,"입장, 입구, 입학",entrance
워드마스터,chapter13,persuade,설득하다,persuade
워드마스터,chapter13,cabin,"오두막집, 객실, 선실",cabin
워드마스터,chapter13,gear,"장비, 조정하다",gear
워드마스터,chapter13,ray,광선,ray
워드마스터,chapter13,release,"놓아주다, 방출하다",release
워드마스터,chapter13,slave,노예,slave
워드마스터,chapter13,perceive,"인지하다, 인식하다",perceive
워드마스터,chapter13,rank,"등급, (등급을) 매기다",rank
워드마스터,chapter13,offer,"제공하다, 제안하다",offer
워드마스터,chapter13,symphony,"교향곡, 조화음",symphony
워드마스터,chapter13,envy,"부러워하다, 부러움",envy
워드마스터,chapter13,gather,모으다,gather
워드마스터,chapter14,corporate,"회사의, 법인의",corporate
워드마스터,chapter14,autograph,"서명, 서명하다",autograph
워드마스터,chapter14,retire,은퇴하다,retire
워드마스터,chapter14,appeal,"간청하다, 호소하다",appeal
워드마스터,chapter14,identical,"동일한, 일란성의",identical
워드마스터,chapter14,innocence,"순결, 청정, 결백, 무죄",innocence
워드마스터,chapter14,investment,투자,investment
워드마스터,chapter14,authority,"권위, 당국",authority
워드마스터,chapter14,harm,"해치다, 손해, 손상",harm
워드마스터,chapter14,alternative,"대안, 대안의",alternative
워드마스터,chapter14,infant,"유아, 유아의, 미발달의",infant
워드마스터,chapter14,calculate,계산하다,calculate
워드마스터,chapter14,charity,"자비, 자선단체, 구호물자",charity
워드마스터,chapter14,receive,받다,receive
워드마스터,chapter14,whereas,~인 반면에,whereas
워드마스터,chapter14,broad,"넓은, 광범위한",broad
워드마스터,chapter14,ignorant,"무식한, 모르는",ignorant
워드마스터,chapter14,depend,의지하다,depend
워드마스터,chapter14,pure,순수한,pure
워드마스터,chapter14,extinct,"멸종된, 꺼진",extinct
워드마스터,chapter14,household,"가족, 가정, 가족의, 가정의",household
워드마스터,chapter14,chapter,"(책, 논문의) 장",chapter
워드마스터,chapter14,refund,"반환, 환불, 환불하다",refund
워드마스터,chapter14,institute,"연구소, 협회 설립하다",institute
워드마스터,chapter14,lately,최근에,lately
워드마스터,chapter14,accept,"받아들이다, 인정하다",accept
워드마스터,chapter14,ashamed,부끄러워하는,ashamed
워드마스터,chapter14,dense,"조밀한, 조잡한",dense
워드마스터,chapter14,rescue,"구조, 구조하다, 구조의",rescue
워드마스터,chapter14,continue,계속하다,continue
워드마스터,chapter15,destination,목적지,destination
워드마스터,chapter15,expand,확장하다,expand
워드마스터,chapter15,evolution,진화,evolution
워드마스터,chapter15,hire,고용하다,hire
워드마스터,chapter15,isolate,고립시키다,isolate
워드마스터,chapter15,gravity,중력,gravity
워드마스터,chapter15,genuine,"진짜의, 성실한",genuine
워드마스터,chapter15,status,"상태, 지위, 현상",status
워드마스터,chapter15,compete,경쟁하다,compete
워드마스터,chapter15,military,"군대, 군대의",military
워드마스터,chapter15,logic,"논리, 논리학",logic
워드마스터,chapter15,commit,"(죄를) 저지르다, 약속하다",commit
워드마스터,chapter15,sensible,"분별 있는, 현명한",sensible
워드마스터,chapter15,sum,"총합, 합계",sum
워드마스터,chapter15,conserve,보존하다,conserve
워드마스터,chapter15,swing,"흔들리다, 진동하다",swing
워드마스터,chapter15,marriage,"결혼, 혼인",marriage
워드마스터,chapter15,reproduce,"재생하다, 복제하다, 번식하다",reproduce
워드마스터,chapter15,tone,"어조, 말투, 음, 색조",tone
워드마스터,chapter15,concept,개념,concept
워드마스터,chapter15,invitation,"초대, 초대장",invitation
워드마스터,chapter15,precise,정확한,precise
워드마스터,chapter15,formal,"공식적인, 정식의",formal
워드마스터,chapter15,particle,"입자, 미량, 극소량",particle
워드마스터,chapter15,cancel,취소하다,cancel
워드마스터,chapter15,return,"돌아오다, 돌려주다, 수익",return
워드마스터,chapter15,departure,출발,departure
워드마스터,chapter15,apparent,"분명한, 명백한",apparent
워드마스터,chapter15,visual,시각의,visual
워드마스터,chapter15,agriculture,농업,agriculture
워드마스터,chapter16,rite,"(종교적) 의식, 의례",rite
워드마스터,chapter16,poverty,"빈곤, 가난",poverty
워드마스터,chapter16,sculpture,"조각하다, 조각",sculpture
워드마스터,chapter16,descend,"내려오다, 물려주다",descend
워드마스터,chapter16,leak,"새는 구멍, 새다, 누설하다",leak
워드마스터,chapter16,portion,"일부, 부분, 분할하다",portion
워드마스터,chapter16,companion,"동료, 동반자",companion
워드마스터,chapter16,diligent,근면한,diligent
워드마스터,chapter16,distinct,"별개의, 뚜렷한",distinct
워드마스터,chapter16,component,"구성 요소, 구성하고 있는",component
워드마스터,chapter16,current,"해류, 흐름, 현재의",current
워드마스터,chapter16,universal,"보편적인, 우주의",universal
워드마스터,chapter16,trap,"함정, 덫을 놓다, 막다",trap
워드마스터,chapter16,eager,갈망하는,eager
워드마스터,chapter16,legal,"법률의, 합법의",legal
워드마스터,chapter16,demonstrate,"논증하다, 설명하다, 보여주다",demonstrate
워드마스터,chapter16,democracy,"민주주의, 민주주의 국가",democracy
워드마스터,chapter16,mature,"성숙한, 익은, 성숙해지다",mature
워드마스터,chapter16,brilliant,"찬란한, 명석한",brilliant
워드마스터,chapter16,annual,"1년의, 1년간의, 연례의",annual
워드마스터,chapter16,faith,"신념, 믿음",faith
워드마스터,chapter16,spare,"여분의, 검소한, 용서하다",spare
워드마스터,chapter16,transfer,"이동하다, 옮기다",transfer
워드마스터,chapter16,refrigerator,냉장고,refrigerator
워드마스터,chapter16,oppose,반대하다,oppose
워드마스터,chapter16,desperate,"필사적인, 절망적인",desperate
워드마스터,chapter16,remote,"멀리 떨어진, 희박한",remote
워드마스터,chapter16,offend,감정을 상하게 하다,offend
워드마스터,chapter16,awake,"깨우다, 깨어나다",awake
워드마스터,chapter16,aim,"겨냥하다, 조준",aim
워드마스터,chapter17,vigor,활력,vigor
워드마스터,chapter17,insight,"통찰, 통찰력",insight
워드마스터,chapter17,achieve,"목적을 이루다, (명성을) 얻다",achieve
